from_profile;video_id;total_video_views_paid;total_video_views_organic;total_video_10s_views;total_video_complete_views;total_video_impressions_unique;total_video_impressions_viral;total_video_impressions_fan;total_video_avg_time_watched;post_reactions_like_total;post_reactions_love_total;post_reactions_wow_total;post_reactions_haha_total;post_reactions_anger_total;post_reactions_sorry_total
1559901027613381;2162618680674943;0;30886;12706;35;155250;13996;175605;27428;467;80;27;123;241;15
1559901027613381;2162565597346918;0;6456;2381;9;49700;928;60504;5940;87;9;1;3;0;0
1559901027613381;2162522400684571;65690;75969;76865;17281;555681;243403;409118;29053;3630;123;269;45;89;27
1559901027613381;2162376130699198;0;17388;7948;1729;101243;2585;111798;7074;183;13;7;2;0;0
1559901027613381;2162082687395209;0;4985;1497;169;36112;659;39094;4359;45;1;1;1;1;3
1559901027613381;2161896560747155;0;35976;24933;6521;194293;37870;198325;13397;296;8;8;2;173;161
1559901027613381;2161800267423451;0;10482;5002;957;67883;989;75392;7219;90;7;1;4;7;0
1559901027613381;2161760590760752;280212;84627;213067;38181;982517;192707;300838;19210;7890;421;51;871;51;69
1559901027613381;2161699587433519;55052;93776;93455;28041;491582;293314;179847;22229;5512;370;89;21;13;6
1559901027613381;2161644100772401;13490;33127;22576;11145;260951;66139;187345;9651;892;19;43;7;88;537
1559901027613381;2161595444110600;11450;14714;14539;1677;89710;8652;74387;15007;221;3;4;4;40;26
1559901027613381;2161544000782411;0;25816;14943;4041;116047;4185;127872;9397;256;13;1;132;1;5
1559901027613381;2161492927454185;0;9293;3639;24;63776;1609;73011;7962;136;11;1;14;2;3
1559901027613381;2161415060795305;0;29936;12314;259;153268;11129;172474;23775;394;100;8;191;216;14
1559901027613381;2161405434129601;24151;56475;47650;17338;239014;15486;195662;16085;1078;56;7;5;2;31
1559901027613381;2160822017521276;22090;13645;20861;6150;183906;22875;90443;5888;911;78;9;1;1;1
1559901027613381;2160758677527610;4334;16394;11151;2071;110567;7185;110125;7930;309;20;3;96;1;0
1559901027613381;2160697427533735;34830;28420;36296;10246;237527;15587;157666;11567;804;108;15;308;18;7
1559901027613381;2160567300880081;5239;12854;9724;2102;131479;16159;103494;11757;372;17;7;5;2;4
1559901027613381;2160456677557810;43379;80456;53635;18185;523306;215280;410862;13669;1066;17;10;7;164;556
1559901027613381;2160395184230626;0;27329;9982;290;123709;12305;132812;15811;448;44;7;15;22;4
1559901027613381;2160371140899697;15594;13114;12366;5059;171886;9468;107250;9665;669;61;9;2;0;1
1559901027613381;2160272747576203;0;14164;4780;57;92629;4617;102979;9234;228;47;9;21;20;7
1559901027613381;2160245867578891;0;16432;6672;214;87000;5935;100203;6638;263;20;4;1;23;7
1559901027613381;2160217744248370;0;55024;35150;11951;586501;529427;295617;35087;3033;82;51;11;667;2386
1559901027613381;2159909564279188;5739;7755;7244;1309;75303;1561;65544;5783;142;8;15;0;1;1
1559901027613381;2159760567627421;20830;15530;17182;4433;135161;8106;79791;7724;321;8;15;3;2;102
1559901027613381;2159700304300114;0;31014;17158;6167;148675;7460;153338;11883;804;69;22;4;0;0
1559901027613381;2159640470972764;23039;32607;35165;11806;222661;11307;163414;13495;698;56;22;4;0;0
1559901027613381;2159504120986399;37086;274639;164334;22508;1143581;1398212;308198;15593;8451;195;70;36;1086;3589
1559901027613381;2159431097660368;0;18206;10064;1725;99810;1735;105940;9853;191;6;1;17;1;0
1559901027613381;2159374900999321;23611;13557;17069;1423;178206;8547;111204;10175;355;4;7;0;58;106
1559901027613381;2159308267672651;0;5580;1967;17;58348;3109;68023;6169;172;30;9;1;3;3
1559901027613381;2159308897672588;19569;19783;13796;2992;176842;47103;95293;5606;740;105;17;2;0;0
1559901027613381;2159249174345227;0;17161;7190;926;94128;10429;100568;8760;205;6;1;3;43;38
1559901027613381;2159204217683056;18616;44422;35125;7891;212191;45893;146732;9170;986;237;4;538;2;1
1559901027613381;2159154687688009;62942;278052;218060;95298;1114117;852851;429255;14545;7099;267;103;8966;326;106
1559901027613381;2159087934361351;40065;152889;134802;22904;529430;141177;404860;24168;2849;86;134;114;637;342
1559901027613381;2158775457725932;0;43022;22950;10502;215276;62442;189012;9700;1856;213;21;7;0;2
1559901027613381;2158595927743885;0;39315;14730;149;186546;59949;173816;13221;1975;859;32;22;36;14
1559901027613381;2158616077741870;0;31987;20886;6735;164452;56403;138961;11027;280;4;2;1;260;48
1559901027613381;2158557291081082;32936;22106;26785;8267;168929;16183;97634;10997;520;10;16;3;1;348
1559901027613381;2158513884418756;24764;74372;57811;8824;294036;99583;223266;9343;581;23;74;205;457;55
1559901027613381;2158431897760288;302;178869;91196;538;674687;563652;345875;25819;11551;4893;107;116;105;39
1559901027613381;2158360117767466;0;26849;11947;44;140274;17384;144041;20267;452;48;20;34;10;3
1559901027613381;2158256387777839;28850;69633;43293;92;489725;278490;215704;21142;7561;2758;77;78;102;38
1559901027613381;2158202191116592;0;7052;2954;21;50362;2297;60325;8904;158;14;0;6;0;1
1559901027613381;2158099901126821;476349;86012;243140;24725;1826368;273338;1147158;7407;841;62;14;9;0;1
1559901027613381;2158037814466363;38138;97295;74725;20630;599555;254664;377067;17820;6619;724;235;38;9;8
1559901027613381;2157008514569293;142223;70481;115409;24559;868270;219694;501063;11325;1362;27;7;10;294;358
1559901027613381;2155960751340736;29520;79950;68889;19452;321014;34021;281600;20976;730;20;6;147;23;4
1559901027613381;2156229957980482;0;35812;19017;7876;161494;13165;161762;10787;886;80;15;5;2;1
1559901027613381;2156163247987153;69622;34886;50392;13060;499413;111429;242772;6878;4072;437;50;42;302;211
1559901027613381;2156106204659524;30570;82973;57892;13070;538493;380660;281306;8994;8474;755;117;18;1;11
1559901027613381;2156061624663982;54135;104124;84255;9181;564080;316673;263415;17821;710;48;3;1;0;2
1559901027613381;2155986814671463;29572;11085;13325;1684;196429;9400;169201;3802;708;92;25;3;0;1
1559901027613381;2155629171373894;9491;30567;23467;6524;218530;30739;184127;8734;790;74;5;361;8;1
1559901027613381;2155408414729303;0;49626;26802;7652;184208;52501;165918;18460;509;17;14;4;166;77
1559901027613381;2155186481418163;48924;87951;83772;18909;603593;313799;410495;9009;7112;517;57;75;1087;1328
1559901027613381;2155133788090099;12912;23026;17870;4889;164917;31108;111522;8570;1013;345;44;72;23;6
1559901027613381;2155043334765811;15559;28463;22217;7483;203599;8900;158243;9545;577;11;2;22;0;17
1559901027613381;2154485591488252;33238;34015;32085;5446;278837;26276;173886;6859;1215;220;19;43;9;1
1559901027613381;2154368711499940;0;53271;32272;4652;246273;55583;225191;11012;1474;170;38;3;18;32
1559901027613381;2154314884838656;54001;26292;58109;12914;330127;47104;181116;10998;644;9;21;11;475;177
1559901027613381;2154207628182715;70452;33941;45521;8813;407663;94393;232893;7246;2599;41;26;18;723;567
1559901027613381;2154157744854370;20673;26430;25101;13495;273854;19181;162133;10747;843;20;33;3;4;126
1559901027613381;2154094934860651;134913;338385;229257;27793;1768333;1585165;411297;9904;11092;146;169;57;8735;6646
1559901027613381;2154026098200868;0;5732;2108;16;52331;1215;64363;5819;111;20;3;2;0;0
1559901027613381;2153426844927460;19299;25804;21211;3913;155650;30641;97647;8746;755;169;21;3;3;4
1559901027613381;2153305181606293;0;12872;5703;853;74475;6331;83176;6636;205;2;5;2;79;40
1559901027613381;2153202481616563;0;23901;13770;5719;116197;2914;131035;12738;396;11;0;1;3;15
1559901027613381;2153155058287972;5717;25709;20895;5714;150993;9954;142609;8570;276;15;0;163;1;1
1559901027613381;2153056964964448;47177;60133;54676;12780;411225;65507;264736;14946;1657;40;24;622;223;37
1559901027613381;2153022801634531;0;3328;963;15;55109;576;59544;3983;35;4;0;2;0;0
1559901027613381;2152918931644918;83555;37725;62567;14216;318163;21960;226637;10830;1071;11;18;11;449;362
1559901027613381;2152840874986057;56102;28508;50424;26170;277787;26758;169652;9833;1453;26;24;85;29;19
1559901027613381;2152375505032594;0;41859;28724;6506;125567;18248;129213;10204;348;11;69;11;4;0
1559901027613381;2152279141708897;55050;241643;162391;29643;1078778;947827;332414;10925;10178;460;1574;126;8;75
1559901027613381;2152200068383471;95786;176143;167314;51324;892720;655753;447525;19192;8984;620;111;115;667;479
1559901027613381;2152073808396097;57210;84652;87256;31664;535513;254401;152268;27294;3141;94;139;18;262;229
1559901027613381;2152008975069247;17849;36179;31477;11594;209358;39960;152803;11422;1430;142;24;4;3;73
1559901027613381;2151885708414907;59277;51276;64675;13741;430195;67305;269964;16692;1803;48;22;163;199;83
1559901027613381;2151795518423926;84609;121463;110624;40894;685034;186303;503853;13096;2000;39;211;147;25;13
1559901027613381;2151313141805497;0;6544;2017;270;45923;816;53595;3373;34;1;1;0;0;0
1559901027613381;2151244771812334;95718;76442;92351;24456;636796;209936;269412;9406;6313;707;38;17;40;2906
1559901027613381;2151197375150407;50979;134121;136694;81891;753603;125166;279540;25286;14505;596;147;34;10;8
1559901027613381;2151078285162316;152913;119251;159489;30520;749085;291816;391381;17749;7782;447;192;137;832;224
1559901027613381;2151011321835679;23936;12262;18656;4375;140522;9622;85088;13549;602;227;11;4;48;17
1559901027613381;2150874948515983;0;7302;2652;23;64175;1221;77913;6126;118;20;1;3;2;1
1559901027613381;2150229055247239;0;26977;12573;2183;130612;5320;141657;11495;389;23;7;4;4;2
1559901027613381;2150034951933316;0;8756;4240;546;53229;902;59337;10264;217;12;1;3;1;0
1559901027613381;2149801661956645;35549;36240;43171;20906;496713;104688;179015;12872;4158;518;131;18;1;7
1559901027613381;2149696228633855;232063;161220;259336;26609;1151696;461695;526900;17328;8063;829;79;57;261;8242
1559901027613381;2149545508648927;0;11786;4417;1576;100987;6556;113214;3497;369;22;2;4;2;52
1559901027613381;2149465895323555;0;13863;6747;281;69789;489;77095;7890;93;2;1;3;7;2
1559901027613381;656218768062746;0;9468;3558;718;60914;1340;67810;6888;70;6;1;3;0;1
1559901027613381;2149041188699359;23134;23311;21244;1886;253982;53341;187533;9022;1443;155;15;42;4;3
1559901027613381;2148869232049888;7570;14873;7448;1036;135224;25032;112130;7180;323;16;21;9;0;2
1559901027613381;2148741598729318;88847;43937;71380;15066;667127;123581;242365;13443;6363;382;34;29;10;47
1559901027613381;2148686192068192;32067;30837;43120;13735;219846;36019;144539;21173;606;27;11;39;10;8
1559901027613381;655193868165236;22376;9298;18817;5939;104765;1742;72203;10117;84;4;4;6;0;0
1559901027613381;2148022825467862;160097;163034;173707;26584;1077838;626694;467739;10864;451;15;11;14;431;108
1559901027613381;2148033015466843;50717;172634;137212;63736;826655;543898;358541;11994;11735;991;123;74;41;18
1559901027613381;2147974885472656;0;11686;3666;646;94168;2408;108491;4419;108;6;6;3;3;14
1559901027613381;2147904368813041;29053;43808;42760;10787;432749;228445;181856;15008;4728;94;43;36;614;582
1559901027613381;2147835822153229;7553;9035;8619;2599;98177;7647;89254;6709;224;7;3;2;25;47
1559901027613381;2147682825501862;18465;326840;260503;100249;461568;66119;222532;38289;2274;106;43;27;58;101
1559901027613381;654668221551134;29578;17264;20574;6494;259391;21975;112444;7199;1360;27;9;28;120;219
1559901027613381;2147168982219913;5636;24427;15650;1820;130045;6841;126062;8023;332;34;20;1;0;0
1559901027613381;2147107755559369;15821;15676;16954;6201;119274;5978;88474;13679;809;13;3;2;0;82
1559901027613381;2147058108897667;0;83310;55086;19610;342712;86553;266943;17437;3170;335;26;25;32;48
1559901027613381;2146965255573619;13125;23905;18781;6431;172385;14874;129175;9105;650;166;4;228;6;10
1559901027613381;2146911438912334;42310;48578;46715;6839;413283;95058;236108;10253;1228;36;94;45;455;516
1559901027613381;2146867742250037;0;40980;28116;11329;206330;28472;217130;11208;616;11;41;51;10;73
1559901027613381;2146811135589031;0;10360;4833;628;66338;1771;70820;6508;137;14;3;0;0;1
1559901027613381;2146728335597311;0;5658;2091;15;55851;1135;68087;5749;131;28;1;1;2;1
1559901027613381;2146621642274647;4479;10386;7435;1793;102250;1462;92825;6351;174;26;6;1;0;1
1559901027613381;2146461385624006;84609;121335;110558;40867;684126;186093;503816;13999;1865;36;243;83;154;33
1559901027613381;2146385492298262;15721;21327;25439;4311;154277;18130;106821;11071;621;30;21;1;1;0
1559901027613381;2146235902313221;2459;49790;32774;5982;216963;50897;195659;9475;1201;232;103;32;0;0
1559901027613381;2146137268989751;69664;55334;74665;5565;480526;152986;293900;23792;3453;249;15;29;61;153
1559901027613381;2146088725661272;19446;59189;37222;11733;296980;83321;184120;9325;1983;736;110;16;0;13
1559901027613381;2145994665670678;6439;25191;21958;4959;132005;10905;129288;9927;378;10;13;94;1;13
1559901027613381;2145943529009125;9304;17605;11740;2316;153966;6806;140946;7478;392;11;6;7;76;29
1559901027613381;2145884182348393;8237;71213;47206;8708;337000;160582;261722;14432;1377;98;29;29;628;239
1559901027613381;2145824842354327;104233;79460;97329;27524;552202;170546;250941;13143;2909;73;19;4;4;5
1559901027613381;2145754152361396;3963;14362;7807;2019;74201;2394;75362;7830;174;10;6;1;2;0
1559901027613381;2145709449032533;0;7362;2828;14;64263;5836;73598;6799;190;29;7;8;9;8
1559901027613381;2145663622370449;40718;43733;41211;9608;487521;121916;293542;9814;4689;285;33;50;297;42
1559901027613381;2144937482443063;0;50691;27633;8927;208384;57849;197299;11138;822;30;40;33;11;86
1559901027613381;2144889465781198;74985;68105;56979;13827;671102;315583;336562;6468;5016;57;137;152;491;1064
1559901027613381;2144814399122038;8981;12144;8525;1736;116179;8403;90602;9230;161;4;6;3;65;36
1559901027613381;2144668872469924;0;6504;2925;21;53480;2358;62101;9414;108;22;5;10;3;1
1559901027613381;2144608529142625;0;25150;11821;62;127179;8872;136650;13102;416;110;5;93;24;4
1559901027613381;2144508589152619;93916;53108;94289;24083;455086;60331;318148;16644;3315;168;30;28;13;314
1559901027613381;651249238559699;0;15544;6979;32;90545;25856;81337;24702;663;350;3;7;2;3
1559901027613381;2143855745884570;0;243185;155529;82141;895419;882696;435568;17405;13650;1266;133;290;35;21
1559901027613381;2143783002558511;0;43954;23465;8658;251225;89471;225427;7565;3534;556;60;15;11;5
1559901027613381;2143549869248491;71754;62703;70087;11127;437169;52245;287816;19595;2740;193;32;227;21;12
1559901027613381;2143433332593478;118052;37005;97529;66370;365713;35034;221191;9319;3456;291;44;397;2;4
1559901027613381;2143154455954699;12754;48124;25482;5632;211464;19416;205318;19854;1627;196;15;3;2;2
1559901027613381;2143105422626269;0;33675;17673;5455;199930;45825;196786;10975;2057;314;24;8;8;7
1559901027613381;2143024352634376;0;118431;57518;87;515875;405732;257164;19657;7489;3938;116;135;145;72
1559901027613381;2142992989304179;6365;22275;13506;1241;101099;6025;99494;11568;534;44;9;4;2;2
1559901027613381;2142849899318488;0;37330;19130;5457;147939;25346;142788;13891;787;50;5;14;1;4
1559901027613381;2142751905994954;387683;150089;259371;92245;1939090;609423;467406;6313;38844;4991;429;88;76;26
1559901027613381;2142362222700589;139472;365635;239417;38;2174680;2068343;382979;19848;37231;18002;484;618;460;264
1559901027613381;2142594936010651;0;36410;19281;4275;138005;17774;146944;12783;1308;102;14;3;0;1
1559901027613381;2142301906039954;79689;147297;107292;50;1275151;985439;271813;19591;13281;4943;138;139;105;52
1559901027613381;2142374686032676;12603;27256;19588;6843;204091;20048;153449;11366;1030;100;6;36;2;0
1559901027613381;648927282125228;13927;23211;17626;2922;185681;8081;152458;11110;392;26;2;24;2;2
1559901027613381;2141022049501273;61761;15158;27973;4186;544302;17078;172696;7918;1968;82;21;39;3;3
1559901027613381;2140941852842626;10545;20037;13683;3804;171429;7374;155920;7059;445;34;7;12;1;0
1559901027613381;2140935742843237;0;2076;920;86;17708;93;20154;7037;50;4;0;0;0;0
1559901027613381;2140621992874612;3893;7806;6180;1217;73382;1460;68317;5599;64;6;2;1;3;0
1559901027613381;2140381366232008;4225;54424;26446;30;281927;154783;166906;20644;3633;1579;28;41;23;11
